ISBN10,Author,reviews_count,seller_name,Title,categories
,Heather Morris,17630,Amazon,Cilka's Journey: The Sunday Times bestselling sequel to The Tattooist of Auschwitz,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Candace Owens (Author, Narrator), Larry Elder (Narrator, Author), Simon & Schuster Audio (Publisher) & 0 more",20268,Amazon,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"[""Books"",""Politics & Social Sciences"",""Social Sciences"",""Ethnic Studies"",""African Descent & Black"",""African American Studies""]"
,"Isaac Asimov (Author), William Hope (Narrator), HarperCollins (Publisher) & 0 more",10805,Amazon,"Foundation: The Foundation Trilogy, Book 1","[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Hard Science Fiction""]"
,"Edward Snowden (Author), Holter Graham (Narrator), Pan Macmillan (Publisher) & 0 more",10545,Amazon,Permanent Record,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Specific Topics"",""Privacy & Surveillance""]"
,"Edward Snowden (Author), Holter Graham (Narrator), Macmillan Audio (Publisher) & 0 more",10545,Amazon,Permanent Record,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Specific Topics"",""Intelligence & Espionage""]"
,Candace Owens,20268,Amazon,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,"Rebecca Serle (Author), Megan Hilty (Narrator), Simon & Schuster Audio (Publisher) & 0 more",23125,Amazon,In Five Years: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Life""]"
,Lucy Foley,54939,Amazon,The Guest List: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"David Baldacci (Author), Brittany Pressley (Narrator), Kyf Brewer (Narrator), Hachette Audio (Publisher) & 1 more",13853,Amazon,A Minute to Midnight,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,Aimie K. Runyan,10322,Amazon,Across the Winding River,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Lucy Foley (Author), Jot Davies (Narrator), Chloe Massey (Narrator), Olivia Dowd (Narrator), Aoife McMahon (Narrator), Sarah Ovens (Narrator), Rich Keeble (Narrator), HarperAudio (Publisher) & 5 more",54939,Amazon,The Guest List: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]"
,S W Kane,10718,Amazon,The Bone Jar (Detective Lew Kirby Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Caroline Hirons,10884,Amazon,Skincare: The award-winning ultimate no-nonsense guide and Sunday Times No. 1 best-seller,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
,"Caroline Hirons (Author, Narrator), HQ (Publisher)",10884,Amazon,Skincare: The Ultimate No-Nonsense Guide,"[""Books"",""Health, Fitness & Dieting"",""Women's Health"",""General""]"
,"Erik Larson (Author, Narrator), John Lee (Narrator), Random House Audio (Publisher) & 0 more",24718,Amazon,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","[""Books"",""Biographies & Memoirs"",""Leaders & Notable People"",""Military"",""World War II""]"
,"John Green (Author), Wil Wheaton (Narrator), Listening Library (Publisher) & 0 more",13463,Amazon,Looking for Alaska,"[""Books"",""Teen & Young Adult"",""Literature & Fiction"",""Social & Family Issues"",""Dating & Sex""]"
,Mary Burton,12412,Amazon,Never Look Back,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Melinda Leigh,12254,Amazon,See Her Die (Bree Taggert Book 2),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Dean Koontz,11060,Amazon,In the Heart of the Fire (Nameless: Season One Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Luanne Rice (Author), Nicol Zanzarella (Narrator), Brilliance Audio (Publisher) & 0 more",17732,Amazon,Last Day,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Psychological""]"
,"Alka Joshi (Author), Sneha Mathan (Narrator), Harlequin Audio (Publisher) & 0 more",14789,Amazon,The Henna Artist,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]"
,"Jay Shetty (Author, Narrator), Simon & Schuster Audio (Publisher)",24871,Amazon,Think Like a Monk: Train Your Mind for Peace and Purpose Every Day,"[""Books"",""Religion & Spirituality"",""Buddhism"",""Rituals & Practice""]"
,"James McBride (Author), Dominic Hoffman (Narrator), Penguin Audio (Publisher) & 0 more",12777,Amazon,Deacon King Kong: A Novel,"[""Books"",""Literature & Fiction"",""United States"",""Black & African American"",""Historical""]"
,"Victor Methos (Author), Brittany Pressley (Narrator), Brilliance Audio (Publisher) & 0 more",11680,Amazon,"A Killer's Wife: Desert Plains, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"T L Swan (Author), Sebastian York (Narrator), CJ Bloom (Narrator), Brilliance Audio (Publisher) & 1 more",11453,Amazon,The Stopover: The Miles High Club,"[""Books"",""Literature & Fiction"",""Women's Fiction"",""Contemporary""]"
,"Nora Roberts (Author), January LaVoy (Narrator), Macmillan Audio (Publisher) & 0 more",12624,Amazon,Hideaway: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Domestic""]"
,Brianna Labuskes,15698,Amazon,Her Final Words,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Robert Bailey,11394,Amazon,Legacy of Lies: A Legal Thriller (Bocephus Haynes Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Avery Bishop,12595,Amazon,Girl Gone Mad: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Fredrik Backman (Author), J. K. Simmons (Narrator), Simon & Schuster Audio (Publisher) & 0 more",40311,Amazon,A Man Called Ove: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Friendship""]"
,Sue Monk Kidd,12828,Amazon,The Book of Longings: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Stephen King (Author), Will Patton (Narrator), Danny Burstein (Narrator), Steven Weber (Narrator), Simon & Schuster Audio (Publisher) & 2 more",21075,Amazon,If It Bleeds,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
,Brad Parks,10158,Amazon,Interference,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Michael Connelly,21790,Amazon,Fair Warning (Jack McEvoy Book 3),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Djamila Ribeiro,13588,Amazon,Pequeno manual antirracista (Portuguese Edition),"[""Books"",""Politics & Social Sciences"",""Social Sciences""]"
,"Dean Koontz (Author), Edoardo Ballerini (Narrator), Amazon Original Stories (Publisher) & 0 more",11060,Amazon,"In the Heart of the Fire: Nameless: Season One, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Crime"",""Vigilante Justice""]"
,"Glennon Doyle (Author, Narrator), Random House Audio (Publisher)",56480,Amazon,Untamed,"[""Books"",""Biographies & Memoirs"",""Community & Culture"",""Women""]"
,"Kristin Harmel (Author), Madeleine Maby (Narrator), Simon & Schuster Audio (Publisher) & 0 more",11063,Amazon,The Book of Lost Names,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Military""]"
,Kristin Harmel,11063,Amazon,The Book of Lost Names,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Daniel Silva (Author), George Guidall (Narrator), HarperAudio (Publisher) & 0 more",17395,Amazon,The Order: A Novel,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"Isabel Allende (Author), Edoardo Ballerini (Narrator), Nick Caistor (Author), Amanda Hopkinson (Author), Random House Audio (Publisher) & 2 more",10398,Amazon,A Long Petal of the Sea: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"Harlan Coben (Author), Steven Weber (Narrator), Brilliance Audio (Publisher) & 0 more",14330,Amazon,"The Boy from the Woods: Wilde, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Private Investigators""]"
,"Dean Koontz (Author), Edoardo Ballerini (Narrator), Brilliance Audio (Publisher) & 0 more",17287,Amazon,Devoted,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Horror""]"
,"Walter Isaacson (Author), Dylan Baker (Narrator), Simon & Schuster Audio (Publisher) & 0 more",10384,Amazon,Steve Jobs,"[""Books"",""Biographies & Memoirs"",""Professionals & Academics"",""Business""]"
,"Roy Dotrice (Narrator), George R.R. Martin (Author), Random House Audio (Publisher) & 0 more",10917,Amazon,"A Feast for Crows: A Song of Ice and Fire, Book 4","[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]"
,Jess Lourey,17766,Amazon,Bloodline,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Joseph Murphy (Author), Mark White (Narrator), Page2Page (Publisher) & 0 more",37284,Amazon,The Power of Your Subconscious Mind,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality"",""New Thought""]"
,"Lisa Wingate (Author, Narrator), Sophie Amoss (Narrator), Sullivan Jones (Narrator), Robin Miles (Narrator), Bahni Turpin (Narrator), Lisa Flanagan (Narrator), Dominic Hoffman (Narrator), Random House Audio (Publisher) & 5 more",14440,Amazon,The Book of Lost Friends: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Crime"",""Vigilante Justice""]"
,"Andy Weir (Author), Wil Wheaton (Narrator), Audible Studios (Publisher) & 0 more",46388,Amazon,The Martian,"[""Books"",""Science Fiction & Fantasy"",""Science Fiction"",""Adventure""]"
,"Sue Monk Kidd (Author, Narrator), Mozhan Marnò (Narrator), Penguin Audio (Publisher) & 0 more",12828,Amazon,The Book of Longings: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Ancient""]"
,"Bill O'Reilly (Author, Narrator), Martin Dugard (Author), Robert Petkoff (Narrator), Macmillan Audio (Publisher) & 1 more",12831,Amazon,Killing Crazy Horse: The Merciless Indian Wars in America,"[""Books"",""Biographies & Memoirs"",""Community & Culture"",""Indigenous"",""Native American""]"
,"Brandon Sanderson (Author), Kate Reading (Narrator), Michael Kramer (Narrator), Macmillan Audio (Publisher) & 1 more",27982,Amazon,Rhythm of War: Book Four of The Stormlight Archive,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Fantasy""]"
,"Abi Daré (Author), Adjoa Andoh (Narrator), Penguin Audio (Publisher) & 0 more",10859,Amazon,The Girl with the Louding Voice: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical"",""Cultural Heritage""]"
,"Silvia Moreno-Garcia (Author), Frankie Corzo (Narrator), Random House Audio (Publisher) & 0 more",17554,Amazon,Mexican Gothic,"[""Books"",""Literature & Fiction"",""Genre Fiction"",""Historical""]"
,Kate Moretti,17634,Amazon,Girls of Brackenhill: A Thriller,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"John Grisham (Author), Michael Beck (Narrator), Random House Audio (Publisher) & 0 more",26661,Amazon,"Camino Winds: Camino, Book 2","[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Suspense""]"
,David Biro,16688,Amazon,This Magnificent Dappled Sea: A Novel,"[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,Debbie Herbert,18294,Amazon,Not One of Us,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Ken Follett,44395,Amazon,"The Evening and the Morning: The Prequel to The Pillars of the Earth, A Kingsbridge Novel","[""Books"",""Literature & Fiction"",""Genre Fiction""]"
,"Ken Follett (Author), John Lee (Narrator), Penguin Audio (Publisher) & 0 more",44395,Amazon,"The Evening and the Morning: Kingsbridge, Book 4","[""Books"",""Literature & Fiction"",""Genre Fiction"",""Family Saga""]"
,"Melinda Leigh (Author), Christina Traister (Narrator), Brilliance Audio (Publisher) & 0 more",10275,Amazon,"Cross Her Heart: Bree Taggert, Book 1","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"Lydia Kang (Author), Bailey Carr (Narrator), Brilliance Audio (Publisher) & 0 more",10696,Amazon,Opium and Absinthe: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Historical""]"
,Kyle Mills,15051,Amazon,Total Power (Mitch Rapp Book 19),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Susan Ericksen (Narrator), J. D. Robb (Author), Macmillan Audio (Publisher) & 0 more",18252,Amazon,"Shadows in Death: An Eve Dallas Novel: In Death, Book 51","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Police Procedurals""]"
,"C. S. Lewis (Author), Kenneth Branagh (Narrator), Alex Jennings (Narrator), Michael York (Narrator), Lynn Redgrave (Narrator), Derek Jacobi (Narrator), Jeremy Northam (Narrator), Patrick Stewart (Narrator), HarperCollins (Publisher) & 6 more",11222,Amazon,The Chronicles of Narnia Adult Box Set,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Anthologies""]"
,Isabella Maldonado,31002,Amazon,The Cipher (Nina Guerrera Book 1),"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,Ambrosia Hawthorn,13715,Amazon,The Spell Book for New Witches: Essential Spells to Change Your Life,"[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
,A. R. Torre,21377,Amazon,Every Last Secret,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Andrew Mayne (Author), Susannah Jones (Narrator), Brilliance Audio (Publisher) & 0 more",16029,Amazon,"The Girl Beneath the Sea: A Thriller (Underwater Investigation Unit, Book 1)","[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Mystery""]"
,Paige Vanderbeck,11315,Amazon,"Green Witchcraft: A Practical Guide to Discovering the Magic of Plants, Herbs, Crystals, and Beyond","[""Books"",""Religion & Spirituality"",""New Age & Spirituality""]"
,"Cicely Tyson (Author, Narrator), Viola Davis (Narrator), Robin Miles (Narrator), Michelle Burford (Author), HarperAudio (Publisher) & 2 more",17201,Amazon,Just as I Am: A Memoir,"[""Books"",""Biographies & Memoirs"",""Arts & Literature"",""Actors & Entertainers""]"
,"V. E. Schwab (Author), Julia Whelan (Narrator), Macmillan Audio (Publisher) & 0 more",40949,Amazon,The Invisible Life of Addie LaRue,"[""Books"",""Science Fiction & Fantasy"",""Fantasy"",""Epic""]"
,"David Baldacci (Author), Kyf Brewer (Narrator), Orlagh Cassidy (Narrator), Grand Central Publishing (Publisher) & 1 more",21074,Amazon,Walk the Wire,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]"
,Wendy Webb,19032,Amazon,The Haunting of Brynn Wilder: A Novel,"[""Books"",""Mystery, Thriller & Suspense"",""Mystery""]"
,"David Baldacci (Author), Kyf Brewer (Narrator), Orlagh Cassidy (Narrator), Grand Central Publishing (Publisher) & 1 more",21074,Amazon,Walk the Wire,"[""Books"",""Literature & Fiction"",""Action & Adventure"",""Mystery, Thriller & Suspense"",""Crime""]"
,"Anne Glenconner (Author, Narrator), Hachette Books (Publisher)",13678,Amazon,Lady in Waiting: My Extraordinary Life in the Shadow of the Crown,"[""Books"",""Biographies & Memoirs"",""Community & Culture"",""Women""]"
,"Louise Penny (Author), Robert Bathurst (Narrator), Macmillan Audio (Publisher) & 0 more",21217,Amazon,"All the Devils Are Here: A Novel: Chief Inspector Gamache Novel, Book 16","[""Books"",""Mystery, Thriller & Suspense"",""Mystery"",""Traditional Detectives""]"
,"Dave Ramsey (Author, Narrator), Thomas Nelson (Publisher)",23240,Amazon,The Total Money Makeover: A Proven Plan for Financial Fitness,"[""Books"",""Business & Money"",""Personal Finance"",""Budgeting & Money Management""]"
,"TJ Klune (Author), Daniel Henning (Narrator), Macmillan Audio (Publisher) & 0 more",16912,Amazon,The House in the Cerulean Sea,"[""Books"",""LGBTQ+ Books"",""Literature & Fiction"",""Genre Fiction"",""Classics""]"
,"Ruth Ware (Author), Imogen Church (Narrator), Simon & Schuster Audio (Publisher) & 0 more",12072,Amazon,One by One,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense"",""Psychological Thrillers""]"
,Ruth Ware,12072,Amazon,One by One,"[""Books"",""Mystery, Thriller & Suspense"",""Thrillers & Suspense""]"
,"Sean Hannity (Author, Narrator), Simon & Schuster Audio (Publisher)",23438,Amazon,Live Free or Die: America (and the World) on the Brink,"[""Books"",""Politics & Social Sciences"",""Politics & Government"",""Ideologies & Doctrines"",""Conservatism & Liberalism""]"
,"Fredrik Backman (Author), Marin Ireland (Narrator), Simon & Schuster Audio (Publisher) & 0 more",36144,Amazon,Anxious People: A Novel,"[""Books"",""Literature & Fiction"",""Humor & Satire"",""Humorous""]"
,Clea Shearer,10984,Amazon,The Home Edit Life: The No-Guilt Guide to Owning What You Want and Organizing Everything,"[""Books"",""Crafts, Hobbies & Home"",""Home Improvement & Design""]"
